Neighborhood,Status,Summary,Address,Created at Local,Acknowledged at Local,Closed at Local,Time
V,Archived,P-WORKS: Litter,"2416 Vineville Ave Macon GA 31204, United States",11/17/2020  01:00 PM,11/17/2020  04:02 PM,11/17/2020  04:02 PM,0.126388889
,Archived,P-WORKS: Cut Right-Of-Way,"1739 Eveline Ave Macon, GA, 31204, USA",11/17/2020  01:32 PM,11/17/2020  05:05 PM,11/23/2020  03:00 PM,6.061111111
,Archived,ADS: Recycling Cart,"2223 Elmridge Dr Macon, GA, 31204, USA",11/17/2020  01:52 PM,01/27/2021  02:33 PM,01/29/2021  10:09 AM,72.84513889
,Archived,ADS: Recycling Cart,"2493 Old Holton Rd Macon, GA, 31204, USA",11/18/2020  03:05 PM,01/28/2021  09:27 AM,02/10/2021  01:14 PM,83.92291667
,Archived,TRAFFIC ENG: Signal Timing,"Forest Ridge Dr & Riverside Dr Macon, GA, 31204, USA",11/18/2020  04:50 PM,11/20/2020  09:26 AM,02/03/2021  11:47 AM,76.78958333
,Archived,S-WASTE: Illegal dumping,"1461 Berkner Ct Macon, GA, 31204, USA",11/18/2020  07:41 PM,11/23/2020  03:30 PM,03/25/2021  02:56 PM,126.8020833
,Archived,ADS: Garbage Missed Pick-up,"1541 Berkner Ave Macon GA 31204, United States",11/19/2020  10:23 AM,11/19/2020  12:07 PM,11/25/2020  07:53 AM,5.895833333
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"211 Buford Pl Macon GA 31204, United States",11/19/2020  03:14 PM,11/23/2020  07:51 AM,11/25/2020  07:51 AM,5.692361111
,Archived,PROPERTY MAINT - Yards\Premises OR Vacant lot,"1156 Hendley St Macon, GA 31204, USA",11/19/2020  05:30 PM,11/30/2020  08:00 AM,12/02/2020  08:03 AM,12.60625
,Archived,TRAFFIC ENG: Signal Timing,"101–133 Holt Ave Macon GA 31204, United States",11/19/2020  05:38 PM,11/20/2020  09:29 AM,11/20/2020  09:35 AM,0.664583333
,Acknowledged,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"Buena Vista Dr Macon, GA, 31204, USA",11/19/2020  05:57 PM,11/23/2020  07:51 AM, ,#VALUE!
,Archived,S-WASTE: Tires,"1208 Brentwood Ave Macon, GA, 31204, USA",11/19/2020  06:14 PM,11/23/2020  03:30 PM,11/30/2020  07:38 AM,10.55833333
,Archived,P-WORKS: Street/Asphalt,"Holmes Ave Macon, GA, 31204, USA",11/19/2020  08:55 PM,02/18/2021  07:24 AM,03/04/2021  03:59 PM,104.7944444
,Archived,ADS: Garbage Missed Pick-up,"3451 Charleston Cir Macon, GA, 31204, USA",11/20/2020  01:31 PM,11/20/2020  01:53 PM,12/04/2020  04:39 PM,14.13055556
,Archived,ADS: Garbage Missed Pick-up,"424 W Buford Rd Macon, GA, 31204, USA",11/20/2020  02:57 PM,11/23/2020  07:16 AM,12/04/2020  04:41 PM,14.07222222
,Archived,S-WASTE: Animal - Dead Pickup Request,"819 Windsor Rd Macon, GA, 31204, USA",11/21/2020  08:54 AM,11/23/2020  03:30 PM,11/24/2020  10:30 AM,3.066666667
,Archived,S-WASTE: Tires,"1397 Duncan Ave Macon GA 31201, United States",11/22/2020  10:00 AM,11/23/2020  03:27 PM,11/30/2020  07:37 AM,7.900694444
,Archived,BEAUTIFICATION: Tree - Diseased and /or Dead,"847 Windsor Rd Macon GA 31204, United States",11/22/2020  11:16 AM,11/24/2020  07:26 AM,12/01/2020  08:02 AM,8.865277778
PH,Archived,S-WASTE: Illegal dumping,"282 Moughon St Macon, GA, 31201, USA",11/22/2020  11:57 AM,11/23/2020  03:27 PM,02/26/2021  09:02 AM,95.87847222
PH,Archived,P-WORKS: Litter,"290 Moughon St Macon, GA, 31201, USA",11/22/2020  12:01 PM,11/23/2020  08:02 AM,11/25/2020  07:43 AM,2.820833333
V,Archived,P-WORKS: Clean Macon Bibb Owned Property,"2607 Vineville Ave Macon GA 31204, United States",11/23/2020  09:02 AM,11/25/2020  06:58 AM,01/07/2021  03:41 PM,45.27708333
V,Archived,BEAUTIFICATION: Tree - Diseased and /or Dead,"Rogers Ave Macon, GA, 31204, USA",11/23/2020  11:00 AM,11/24/2020  07:24 AM,01/14/2021  08:49 AM,51.90902778
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"1208 Brentwood Ave Macon, GA, 31204, USA",11/23/2020  11:43 AM,11/23/2020  03:23 PM,11/30/2020  04:51 PM,7.213888889
,Acknowledged,S-WASTE: Illegal dumping,"Berry St & Para Pl Macon, GA, 31204, USA",11/23/2020  01:19 PM,11/23/2020  03:23 PM, ,#VALUE!
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2776 Northwoods Dr S Macon, GA, 31204, USA",11/24/2020  09:17 PM,11/25/2020  07:37 AM,11/25/2020  07:38 AM,0.43125
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"211 Buford Pl Macon GA 31204, United States",11/25/2020  12:53 PM,11/30/2020  09:08 AM,11/30/2020  11:20 AM,4.935416667
,Archived,P-WORKS: Cut Right-Of-Way,"Northwoods Dr N Macon, GA, 31204, USA",11/25/2020  01:45 PM,11/30/2020  06:48 AM,01/28/2021  05:09 PM,64.14166667
,Archived,ADS: Garbage Missed Pick-up,"824 Lee Rd Macon, GA, 31204, USA",11/28/2020  01:50 PM,11/30/2020  06:59 AM,12/18/2020  07:32 AM,19.7375
,Acknowledged,S-WASTE: Illegal dumping,"Dexter Ave Macon, GA, 31204, USA",11/30/2020  08:57 AM,11/30/2020  09:08 AM, ,#VALUE!
,Archived,P-WORKS: Litter,"Wilmar Dr Macon, GA, 31204, USA",11/30/2020  09:40 AM,11/30/2020  09:40 AM,11/30/2020  09:41 AM,0.000694444
V,Acknowledged,BEAUTIFICATION: Tree - Diseased and /or Dead,"181 Rogers Ave Macon, GA, 31204, USA",11/30/2020  09:45 AM,11/30/2020  12:30 PM, ,#VALUE!
V,Archived,ADS: Recycling Cart,"144 Stonewall Pl Macon, GA, 31204, USA",11/30/2020  10:48 AM,01/27/2021  02:58 PM,01/29/2021  08:12 AM,59.89166667
,Acknowledged,BEAUTIFICATION: Tree - Down,"3118 Mary Dr Macon, GA, 31204, USA",11/30/2020  02:42 PM,11/30/2020  02:42 PM, ,#VALUE!
,Archived,P-WORKS: Streets,"Forest Ridge Dr Macon, GA, 31204, USA",11/30/2020  02:42 PM,11/30/2020  03:20 PM,12/01/2020  11:23 AM,0.861805556
PH,Archived,P-WORKS: Litter,"Ferguson St Macon, GA, 31204, USA",12/01/2020  06:33 AM,12/01/2020  06:33 AM,12/01/2020  10:42 AM,0.172916667
,Archived,S-WASTE: Illegal dumping,"Bell Ave Macon, GA, 31204, USA",12/02/2020  09:01 AM,12/02/2020  10:30 AM,04/13/2021  11:10 AM,132.0895833
PH,Archived,P-WORKS: Alley - needs cleaning,"Holts Ln Macon, GA, 31204, USA",12/02/2020  10:51 AM,12/02/2020  11:46 AM,01/20/2021  02:08 PM,49.13680556
V,Archived,P-WORKS: Sidewalk,"2737 Vineville Ave Macon GA 31204, United States",12/03/2020  09:26 AM,12/07/2020  06:30 AM,01/05/2021  05:16 PM,33.32638889
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2436 Darden Dr Macon GA 31204, United States",12/03/2020  10:36 AM,12/03/2020  01:58 PM,01/19/2021  02:12 PM,47.15
V,Acknowledged,ADS: Recycling Cart,"306 Rogers Ave Macon, GA, 31204, USA",12/03/2020  12:06 PM,01/27/2021  02:54 PM, ,#VALUE!
PH,Archived,S-WASTE: Illegal dumping,"Roosevelt Ave Macon, GA, 31204, USA",12/03/2020  01:47 PM,12/03/2020  01:58 PM,04/13/2021  11:06 AM,130.8881944
,Archived,S-WASTE: Illegal dumping,"1461 Berkner Ave Macon, GA, 31204, USA",12/04/2020  03:21 PM,12/07/2020  10:15 AM,03/01/2021  10:46 AM,86.80902778
,Archived,ADS: Garbage Missed Pick-up,"440 Bonnie Dr Macon GA 31204, United States",12/04/2020  04:27 PM,12/04/2020  04:31 PM,12/07/2020  07:05 AM,2.609722222
,Archived,ADS: Garbage Missed Pick-up,"679 Lee Rd Macon, GA, 31204, USA",12/04/2020  06:29 PM,12/07/2020  06:48 AM,12/28/2020  11:56 AM,23.72708333
,Archived,ADS: Garbage Missed Pick-up,"2714 Cowan Dr Macon, GA, 31204, USA",12/04/2020  06:43 PM,12/07/2020  06:50 AM,12/29/2020  08:38 AM,24.57986111
,Archived,ADS: Garbage Missed Pick-up,"687 Lee Rd Macon, GA, 31204, USA",12/04/2020  07:48 PM,12/07/2020  06:47 AM,12/29/2020  08:39 AM,24.53541667
V,Archived,ADS: Garbage Cart Replacement,"222 Buford Pl Macon GA 31204, United States",12/04/2020  08:40 PM, ,02/09/2021  03:34 PM,66.7875
,Archived,ADS: Garbage Missed Pick-up,"585 Pinecrest Rd Macon, GA, 31204, USA",12/05/2020  07:30 AM, ,12/05/2020  12:24 PM,0.204166667
,Archived,P-WORKS: Litter,"Vineville Ave Macon, GA, 31201, USA",12/05/2020  07:59 AM,12/07/2020  06:30 AM,12/09/2020  12:53 PM,4.204166667
,Archived,ADS: Recycling Missed Pick-up,"2938 General Lee Rd Macon GA 31204, United States",12/05/2020  05:27 PM,12/07/2020  06:33 AM,12/30/2020  04:05 PM,24.94305556
,Archived,ADS: Garbage Missed Pick-up,"550 Pinecrest Rd Macon, GA, 31204, USA",12/05/2020  06:57 PM,12/07/2020  06:54 AM,12/30/2020  04:11 PM,24.88472222
,Archived,ADS: Garbage Cart Replacement,"2980 King Alfred Dr Macon, GA, 31204, USA",12/08/2020  11:27 AM,02/15/2021  12:48 PM,04/12/2021  09:42 AM,124.9270833
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"211 Buford Pl Macon GA 31204, United States",12/08/2020  12:09 PM,12/09/2020  08:39 AM,01/12/2021  07:17 AM,34.79722222
,Archived,ADS: Garbage Missed Pick-up,"1347 Crawford St Macon, GA 31206, USA",12/08/2020  07:34 PM,12/09/2020  06:52 AM,01/21/2021  10:05 AM,43.60486111
PH,Archived,ADS: Garbage Missed Pick-up,"Holts Ln Macon, GA, 31204, USA",12/09/2020  01:54 PM,12/09/2020  01:58 PM,01/21/2021  10:32 AM,42.85972222
PH,Archived,ADS: Garbage Missed Pick-up,"164 Holts Ln Macon, GA, 31204, USA",12/09/2020  02:08 PM,12/10/2020  04:49 PM,01/21/2021  10:33 AM,42.85069444
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2693 Cherokee Ave Macon, GA, 31204, USA",12/09/2020  02:14 PM,12/10/2020  09:20 AM,01/13/2021  06:48 AM,34.69027778
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2687 Hillcrest Ave Macon, GA, 31204, USA",12/09/2020  02:19 PM,12/10/2020  09:20 AM,01/13/2021  06:50 AM,34.68819444
PH,Archived,P-WORKS: Pot hole,"Walnut St Macon, GA, 31204, USA",12/09/2020  04:51 PM,12/09/2020  04:52 PM,12/09/2020  04:53 PM,0.001388889
,Archived,ADS: Garbage Missed Pick-up,"1364 Harris St Macon, GA, 31206, USA",12/10/2020  09:03 AM,12/10/2020  11:19 AM,01/21/2021  10:37 AM,42.06527778
V,Archived,Trashcans in roadway,"2555 Ingleside Ave Macon, GA, 31204, USA",12/10/2020  09:27 AM,12/29/2020  04:05 PM,04/14/2021  11:09 AM,125.0708333
,Archived,ADS: Garbage Cart,"3123 Winifred Way Macon, GA, 31204, USA",12/10/2020  10:53 AM, ,01/12/2021  11:19 AM,33.01805556
,Archived,P-WORKS: Litter,"Holt Ave Macon, GA, 31201, USA",12/10/2020  12:01 PM,12/10/2020  12:01 PM,12/14/2020  05:04 PM,4.210416667
,Archived,P-WORKS: Litter,"Riverside Dr Macon, GA, 31204, USA",12/10/2020  04:06 PM,12/10/2020  04:25 PM,12/14/2020  09:07 AM,3.709027778
,Archived,ADS: Garbage Missed Pick-up,"2944 Castlewoods Dr Macon, GA, 31204, USA",12/11/2020  07:15 PM,12/14/2020  12:23 PM,01/21/2021  11:01 AM,40.65694444
,Archived,ADS: Garbage Missed Pick-up,"2918 Victoria Cir Macon, GA 31204, USA",12/12/2020  01:17 AM,12/14/2020  12:27 PM,01/21/2021  11:43 AM,40.43472222
,Archived,ADS: Garbage Missed Pick-up,"2171 General Winship Dr Macon, GA, 31204, USA",12/12/2020  05:12 PM,12/14/2020  12:30 PM,01/21/2021  11:44 AM,39.77222222
,Archived,ADS: Garbage Missed Pick-up,"511 Corbin Ter Macon, GA, 31204, USA",12/13/2020  10:33 AM,12/14/2020  12:32 PM,01/21/2021  11:45 AM,39.05
,Archived,P-WORKS: Litter,"595 Wimbish Rd Macon GA 31210, United States",12/13/2020  11:02 AM,12/14/2020  06:59 AM,12/14/2020  03:40 PM,1.193055556
,Archived,ADS: Garbage Missed Pick-up,"2455–2499 Darden Dr Macon GA 31204, United States",12/13/2020  01:15 PM,12/14/2020  12:41 PM,01/29/2021  06:40 AM,46.72569444
,Archived,ADS: Garbage Missed Pick-up,"463 General Winship Dr S Macon, GA, 31204, USA",12/14/2020  11:48 AM,12/14/2020  12:45 PM,01/05/2021  12:31 PM,22.02986111
,Archived,P-WORKS: Street/Asphalt,"2743 Napier Ave Macon, GA, 31204, USA",12/14/2020  12:46 PM,12/14/2020  12:46 PM,12/28/2020  07:53 AM,13.79652778
,Archived,P-WORKS: Pot hole,"Corbin Ave Macon, GA, 31204, USA",12/14/2020  01:28 PM,12/14/2020  01:30 PM,12/14/2020  02:46 PM,0.054166667
,Archived,ADS: Garbage Missed Pick-up,"463 General Winship Dr S Macon GA 31204, United States",12/14/2020  04:23 PM,12/16/2020  08:32 AM,01/05/2021  12:48 PM,21.85069444
,Archived,ADS: Garbage Missed Pick-up,"E Buford Rd Macon, GA, 31204, USA",12/15/2020  10:46 AM,12/16/2020  08:49 AM,01/21/2021  09:34 AM,36.95
,Archived,ADS: Garbage Missed Pick-up,"E Buford Rd Macon, GA, 31204, USA",12/15/2020  10:55 AM,12/16/2020  08:50 AM,01/21/2021  09:32 AM,36.94236111
V,Archived,S-WASTE: Animal - Dead Pickup Request,"2020 Vineville Ave Macon, GA, 31204, USA",12/15/2020  11:36 AM,12/16/2020  10:28 AM,12/22/2020  03:39 PM,7.16875
,Archived,P-WORKS: Litter,"1501–1549 Eisenhower Pkwy Macon GA 31206, United States",12/16/2020  02:39 PM,12/16/2020  02:43 PM,12/16/2020  03:01 PM,0.015277778
V,Archived,S-WASTE: Furniture/Appliances,"120 Corbin Ave Macon, GA, 31204, USA",12/17/2020  01:00 PM,12/18/2020  08:45 AM,01/22/2021  06:57 AM,35.74791667
,Archived,P-WORKS: Pot hole,"Ingleside Ave Macon, GA, 31204, USA",12/17/2020  02:44 PM,12/17/2020  02:45 PM,12/17/2020  02:46 PM,0.001388889
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2776 Northwoods Dr S Macon, GA, 31204, USA",12/17/2020  03:50 PM,12/18/2020  08:45 AM,01/19/2021  02:16 PM,32.93472222
,Archived,Homeless people are living in the trailer in the backyard,"1423 Buena Vista Dr Macon, GA, 31204, USA",12/17/2020  04:01 PM,12/17/2020  04:48 PM,12/17/2020  04:48 PM,0.032638889
,Archived,BEAUTIFICATION: Tree - Down,"690 Captain Kell Dr Macon, GA, 31204, USA",12/17/2020  05:37 PM,12/21/2020  08:55 AM,01/14/2021  08:33 AM,27.62222222
V,Archived,ADS: Recycling Missed Pick-up,"248 Hines Ter Macon, GA, 31204, USA",12/18/2020  11:01 AM,12/18/2020  11:24 AM,01/29/2021  06:53 AM,41.82777778
,Archived,ADS: Garbage Cart Replacement,"2469 Kingsley Dr Macon, GA, 31204, USA",12/18/2020  12:47 PM,12/21/2020  10:44 AM,02/22/2021  08:59 AM,65.84166667
PH,Acknowledged,ADS: Garbage Cart,"180 Forest Ave Macon, GA, 31204, USA",12/18/2020  03:06 PM,12/21/2020  10:36 AM, ,#VALUE!
,Archived,ADS: Garbage Missed Pick-up,"2707 Cowan Dr Macon, GA, 31204, USA",12/18/2020  10:02 PM,12/21/2020  09:49 AM,01/29/2021  06:57 AM,41.37152778
,Archived,ADS: Garbage Missed Pick-up,"3030 General Lee Rd Macon GA 31204, United States",12/19/2020  07:54 AM,12/21/2020  09:46 AM,12/23/2020  04:01 PM,4.338194444
,Archived,ADS: Garbage Missed Pick-up,"31204 Macon, GA, USA",12/19/2020  03:01 PM,12/21/2020  09:52 AM,01/29/2021  06:58 AM,40.66458333
,Archived,P-WORKS: Street/Asphalt,"2743 Napier Ave Macon, GA, 31204, USA",12/21/2020  09:40 AM,12/21/2020  09:40 AM,12/29/2020  07:25 AM,7.90625
,Archived,ADS: Recycling Missed Pick-up,"424 W Buford Rd Macon, GA, 31204, USA",12/21/2020  11:28 AM,12/21/2020  02:27 PM,01/29/2021  06:59 AM,38.81319444
,Archived,ADS: Garbage Missed Pick-up,"705 Thurmond Dr Macon, GA, 31204, USA",12/21/2020  02:42 PM,12/21/2020  03:03 PM,01/29/2021  06:59 AM,38.67847222
,Archived,P-WORKS: Pot hole,"Napier Ave Macon, GA, 31204, USA",12/22/2020  03:16 PM,12/22/2020  03:17 PM,12/22/2020  03:17 PM,0.000694444
,Open,FACILITIES MGMT: Traffic Signals & Signs,"2001-2009 Riverside Dr Macon, GA, 31204, USA",12/23/2020  11:02 AM, , ,#VALUE!
,Archived,P-WORKS: Pot hole,"Napier Ave Macon, GA, 31204, USA",12/23/2020  01:47 PM,12/23/2020  01:48 PM,12/23/2020  01:49 PM,0.001388889
PH,Acknowledged,PROPERTY MAINT - Yards\Premises OR Vacant lot,"144 Lamar St Macon, GA, 31204, USA",12/23/2020  02:29 PM,12/29/2020  08:30 AM, ,#VALUE!
,Archived,S-WASTE: Illegal dumping,"Woodrow Pl Macon, GA, 31204, USA",12/23/2020  03:30 PM,12/28/2020  03:16 PM,04/14/2021  11:08 AM,111.8180556
,Archived,P-WORKS: Pot hole,"Forest Ridge Dr Macon GA 31204, United States",12/23/2020  04:30 PM,12/28/2020  03:01 PM,12/28/2020  03:02 PM,4.938888889
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"892 Pierce Ave Macon GA 31204, United States",12/23/2020  04:40 PM,12/28/2020  03:16 PM,01/20/2021  02:32 PM,27.91111111
,Archived,ADS: Garbage Missed Pick-up,"2605 Stanislaus Cir Macon, GA 31204, USA",12/24/2020  07:42 AM,12/24/2020  07:53 AM,01/29/2021  07:01 AM,35.97152778
,Archived,PROPERTY MAINT - COMMERCIAL,"886 Pierce Ave Macon GA 31204, United States",12/24/2020  03:36 PM,12/30/2020  07:00 AM,01/04/2021  07:23 AM,10.65763889
,Archived,ADS: Garbage Missed Pick-up,"3215 Arnwood Ave Macon, GA 31204, USA",12/24/2020  06:04 PM,12/28/2020  06:44 AM,01/29/2021  07:01 AM,35.53958333
,Archived,ADS: Garbage Missed Pick-up,"2284 Elmridge Dr Macon, GA, 31204, USA",12/26/2020  02:56 PM,12/28/2020  06:58 AM,01/29/2021  07:11 AM,33.67708333
,Archived,ADS: Garbage Missed Pick-up,"484 Overlook Rd Macon, GA, 31204, USA",12/26/2020  03:00 PM,12/28/2020  07:01 AM,01/29/2021  07:13 AM,33.67569444
,Archived,P-WORKS: Pot hole,"2714 Cowan Dr Macon, GA, 31204, USA",12/28/2020  08:35 AM,12/28/2020  11:25 AM,12/29/2020  06:59 AM,0.933333333
,Archived,PROPERTY MAINT - Yards\Premises OR Vacant lot,"2436 Beech Ave Macon, GA, 31204, USA",12/28/2020  02:17 PM,12/29/2020  08:28 AM,01/13/2021  07:16 AM,15.70763889
,Archived,P-WORKS: Pot hole,"2714 Cowan Dr Macon, GA, 31204, USA",12/28/2020  03:05 PM,12/28/2020  03:05 PM,12/28/2020  03:06 PM,0.000694444
,Archived,ADS: Garbage Missed Pick-up,"2687 Hillcrest Ave Macon, GA, 31204, USA",12/29/2020  08:00 AM,12/29/2020  08:30 AM,01/29/2021  07:21 AM,30.97291667
V,Archived,FACILITIES MGMT: Traffic Signals & Signs,"Mailey Ave Macon GA 31204, United States",12/29/2020  04:26 PM, ,12/30/2020  09:05 AM,0.69375
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"170 Pierce Ave Macon, GA 31204, USA",12/29/2020  05:16 PM,12/30/2020  08:44 AM,01/04/2021  04:23 PM,5.963194444
,Archived,S-WASTE: Illegal dumping,"580 Hawkins Ave Macon, GA, 31204, USA",12/30/2020  08:38 AM,12/30/2020  08:38 AM,04/14/2021  11:08 AM,105.1041667
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"441 Northminster Dr Macon GA 31204, United States",12/30/2020  01:55 PM,01/04/2021  10:17 AM,01/22/2021  06:39 AM,22.69722222
,Archived,ADS: Garbage Missed Pick-up,"2735 Cowan Dr Macon, GA, 31204, USA",12/30/2020  02:24 PM,12/30/2020  02:48 PM,01/29/2021  07:24 AM,29.70833333
V,Archived,P-WORKS: Cut Right-Of-Way,"401–499 Pio Nono Ave Macon GA 31204, United States",12/31/2020  12:08 AM,01/04/2021  06:20 AM,01/12/2021  04:52 PM,12.69722222
V,Archived,P-WORKS: Litter,"401–499 Pio Nono Ave Macon GA 31204, United States",12/31/2020  12:10 AM,01/04/2021  06:17 AM,01/04/2021  07:58 AM,4.325
,Acknowledged,ADS: Garbage Cart,"3077 Montpelier Pl Macon GA 31204, United States",12/31/2020  10:59 AM,01/19/2021  03:49 PM, ,#VALUE!
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"3131 Stinsonville Rd Macon GA 31204, United States",01/02/2021  08:52 AM,01/04/2021  10:17 AM,01/05/2021  07:40 AM,2.95
V,Archived,ADS: Garbage Missed Pick-up,"120 Corbin Ave Macon, GA, 31204, USA",01/02/2021  12:26 PM,01/04/2021  07:05 AM,01/29/2021  07:37 AM,26.79930556
,Archived,ADS: Garbage Missed Pick-up,"2714 Cowan Dr Macon, GA, 31204, USA",01/02/2021  01:36 PM,01/04/2021  07:07 AM,01/29/2021  07:37 AM,26.75069444
,Archived,ADS: Garbage Missed Pick-up,"2917 Pickett Ridge Macon GA 31204, United States",01/02/2021  03:59 PM,01/04/2021  08:28 AM,01/29/2021  07:39 AM,26.65277778
,Archived,ADS: Garbage Missed Pick-up,"440 Bonnie Dr Macon GA 31204, United States",01/02/2021  05:07 PM,01/04/2021  11:00 AM,01/04/2021  11:01 AM,1.745833333
,Archived,ADS: Garbage Missed Pick-up,"585 Pinecrest Rd Macon, GA, 31204, USA",01/02/2021  05:53 PM,01/05/2021  07:03 AM,01/29/2021  07:40 AM,26.57430556
,Archived,ADS: Garbage Missed Pick-up,"550 Pinecrest Rd Macon GA 31204, United States",01/03/2021  03:06 AM,01/05/2021  07:09 AM,01/29/2021  07:41 AM,26.19097222
,Archived,ADS: Garbage Missed Pick-up,"545 Moss Hl Macon, GA, 31204, USA",01/03/2021  09:43 AM,01/05/2021  07:20 AM,01/29/2021  07:41 AM,25.91527778
,Archived,ADS: Recycling Missed Pick-up,"545 Moss Hill Dr Macon, GA, 31204, USA",01/03/2021  09:47 AM,01/05/2021  07:24 AM,01/29/2021  07:42 AM,25.91319444
,Archived,ADS: Garbage Missed Pick-up,"Sheffield Rd Macon, GA, 31204, USA",01/03/2021  10:51 AM,01/05/2021  07:29 AM,01/29/2021  07:46 AM,25.87152778
,Archived,ADS: Garbage Missed Pick-up,"540 Overlook Rd Macon, GA, 31204, USA",01/03/2021  11:52 AM,01/05/2021  07:37 AM,01/29/2021  07:48 AM,25.83055556
,Archived,ADS: Garbage Missed Pick-up,"2554 S Nancelon Cir Macon GA 31204, United States",01/03/2021  12:25 PM,01/05/2021  07:39 AM,01/05/2021  12:10 PM,1.989583333
,Archived,ADS: Garbage Missed Pick-up,"2240 Elmridge Dr Macon, GA, 31204, USA",01/03/2021  12:35 PM,01/05/2021  07:45 AM,01/05/2021  11:26 AM,1.952083333
,Archived,ADS: Garbage Missed Pick-up,"2768 Forest Ridge Dr Macon, GA, 31204, USA",01/03/2021  12:39 PM,01/05/2021  07:56 AM,01/29/2021  07:48 AM,25.79791667
,Archived,Other,"2141 General Winship Dr Macon GA 31204, United States",01/03/2021  12:46 PM,01/14/2021  11:19 AM,01/14/2021  11:19 AM,10.93958333
,Archived,ADS: Garbage Missed Pick-up,"445 Pierce Ave Macon, GA, 31204, USA",01/03/2021  01:21 PM,01/05/2021  08:02 AM,01/29/2021  07:40 AM,25.76319444
,Archived,ADS: Recycling Missed Pick-up,"424 W Buford Rd Macon, GA, 31204, USA",01/03/2021  01:54 PM,01/05/2021  08:12 AM,01/29/2021  07:40 AM,25.74027778
,Archived,ADS: Garbage Missed Pick-up,"2483 Darden Dr Macon GA 31204, United States",01/03/2021  02:34 PM,01/05/2021  08:18 AM,01/29/2021  07:48 AM,25.71805556
,Archived,ADS: Garbage Missed Pick-up,"463 General Winship Dr S Macon GA 31204, United States",01/03/2021  02:37 PM,01/05/2021  08:21 AM,01/05/2021  12:49 PM,1.925
,Archived,ADS: Garbage Missed Pick-up,"455 Adrian Pl Macon, GA, 31204, USA",01/03/2021  09:18 PM,01/05/2021  08:24 AM,01/29/2021  07:50 AM,25.43888889
,Archived,P-WORKS: Alley -Scrape Add Crush & Run,"Beech Ave Ln Macon, GA, 31204, USA",01/04/2021  10:12 AM,01/04/2021  10:13 AM,01/06/2021  06:44 AM,1.855555556
,Archived,ADS: Garbage Missed Pick-up,"2719 Forest Ridge Dr Macon GA 31204, United States",01/04/2021  11:19 AM,01/05/2021  08:24 AM,01/29/2021  07:51 AM,24.85555556
,Archived,ADS: Garbage Cart Replacement,"755 Lee Rd Macon, GA, 31204, USA",01/04/2021  01:05 PM, ,02/10/2021  12:32 PM,36.97708333
,Archived,ADS: Recycling Cart,"755 Lee Rd Macon, GA, 31204, USA",01/04/2021  01:06 PM,02/01/2021  09:42 AM,02/10/2021  12:31 PM,36.97569444
,Archived,ADS: Garbage Cart Replacement,"2939 Pickett'S Rdg Macon, GA, 31204, USA",01/04/2021  03:33 PM,02/15/2021  02:31 PM,04/12/2021  09:28 AM,97.74652778
,Archived,BEAUTIFICATION: Tree - Down,"1965 Beech Ave Macon, GA, 31204, USA",01/04/2021  05:04 PM,01/07/2021  09:03 AM,01/14/2021  08:50 AM,9.656944444
V,Archived,ADS: Recycling Missed Pick-up,"2600-2650 Elizabeth Pl Macon, GA, 31204, USA",01/04/2021  07:57 PM,01/05/2021  08:33 AM,01/29/2021  07:57 AM,24.5
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2473 Mcdonald Ave Macon, GA, 31204, USA",01/05/2021  08:37 AM,01/05/2021  08:47 AM,01/22/2021  06:39 AM,16.91805556
V,Archived,ADS: Recycling Missed Pick-up,"358 Buford Pl Macon, GA, 31204, USA",01/05/2021  09:11 AM,01/05/2021  12:58 PM,01/29/2021  07:59 AM,23.95
,Archived,ADS: Garbage Cart,"3553 Del Park Macon, GA, 31204, USA",01/05/2021  10:22 AM,01/19/2021  12:03 PM,01/22/2021  09:11 AM,16.95069444
V,Archived,ADS: Garbage Cart,"231 Calloway Dr Macon, GA, 31204, USA",01/05/2021  01:51 PM,01/12/2021  11:15 AM,01/21/2021  10:37 AM,15.86527778
,Archived,Public Works: Pot hole,"Hillcrest Industrial Blvd Macon, GA, 31204, USA",01/05/2021  04:41 PM,01/05/2021  04:41 PM,01/05/2021  04:42 PM,0.000694444
